OverallQual,GrLivArea,MSZoning_RL,BsmtFinType2,MSZoning_RM,GarageCars,LotFrontage,MiscFeature_NA,YearBuilt,Condition1_Artery,ExterCond,LandSlope_Sev,Condition1_PosN,2ndFlrSF,Fence_GdWo,GarageType_2Types,Foundation_PConc,MSZoning_FV,TotRmsAbvGrd,Condition2_Norm,BsmtFinSF1,Condition2_PosA,LotConfig_FR3,Foundation_BrkTil,CentralAir_N,OpenPorchSF,Electrical_FuseA,Electrical_SBrkr,Neighborhood_Gilbert,Condition1_RRNn
8,1456,1,1,0,2,0.0,1,2003,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,20,0,1,0,0
7,1646,1,1,0,1,53.0,1,1941,0,4,0,0,728,0,0,0,0,7,1,364,0,0,0,0,0,0,1,0,0
6,1445,1,1,0,2,0.0,1,1964,0,4,0,0,0,0,0,0,0,7,1,564,0,0,0,0,0,0,1,0,0
5,1779,1,3,0,2,102.0,1,1955,0,3,0,0,0,0,0,0,0,6,1,306,0,0,0,0,418,0,1,0,0
5,1040,1,1,0,1,0.0,1,1962,0,4,0,0,0,0,0,0,0,6,1,659,0,0,0,0,104,0,1,0,0
6,1026,1,2,0,2,0.0,1,1978,0,3,0,0,0,0,0,0,0,5,1,505,0,0,0,0,0,0,1,0,0
6,1481,1,1,0,2,65.0,1,1994,0,3,0,0,779,0,0,1,0,6,1,0,0,0,0,0,36,0,1,1,0
7,1370,1,1,0,2,80.0,1,1976,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
6,2654,1,1,0,2,0.0,1,1968,0,3,0,0,1142,0,0,0,0,9,1,619,0,0,0,0,65,0,1,0,0
7,1426,1,1,0,1,55.0,1,1918,0,3,0,0,514,0,0,0,0,7,1,0,0,0,1,0,240,0,1,0,0
5,1039,1,1,0,2,75.0,1,1965,0,3,0,0,0,0,0,1,0,6,1,841,0,0,0,0,0,0,1,0,0
6,1097,1,1,0,2,81.0,1,1984,0,3,0,0,0,0,0,1,0,6,1,338,0,0,0,0,0,0,1,0,0
5,1148,1,1,0,1,70.0,1,1959,0,3,0,0,0,0,0,0,0,6,1,1148,0,0,0,0,0,0,1,0,0
7,1372,0,1,0,2,72.0,1,2007,0,3,0,0,0,0,0,1,1,6,1,0,0,0,0,0,140,0,1,0,0
5,1002,1,1,0,2,0.0,1,1970,0,3,0,0,0,0,0,0,0,5,1,828,0,0,0,0,0,0,1,0,0
8,1646,1,1,0,3,67.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,80,0,1,0,0
4,1120,1,1,0,2,85.0,0,1961,0,3,0,0,0,0,0,0,0,5,1,932,0,0,0,0,0,0,1,0,0
5,2320,1,0,0,2,0.0,1,1948,0,3,0,0,720,0,0,0,0,7,1,0,0,0,0,0,144,0,1,1,0
7,1949,1,1,0,2,80.0,1,1993,0,3,0,0,887,0,0,1,0,8,1,750,0,0,0,0,90,0,1,0,0
5,894,1,1,0,1,60.0,1,1962,0,3,0,1,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,0,0
6,1682,1,1,0,2,70.0,1,1998,0,3,0,0,878,0,0,1,0,7,1,505,0,0,0,0,77,0,1,0,0
5,910,1,1,0,2,74.0,1,1953,0,3,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
5,1268,1,1,0,1,60.0,0,1949,0,3,0,0,0,0,0,0,0,6,1,375,0,0,0,0,28,0,1,0,0
5,1131,0,1,1,1,52.0,1,1941,1,3,0,0,455,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
8,2610,0,1,0,2,75.0,1,2007,0,3,0,0,1426,0,0,1,1,11,1,64,0,0,0,0,364,0,1,0,0
4,1040,1,1,0,2,94.0,1,1963,0,3,0,0,0,0,0,1,0,5,1,633,0,0,0,0,0,0,1,0,0
9,2224,1,1,0,3,74.0,1,2004,0,3,0,0,762,0,0,1,0,10,1,1170,0,0,0,0,0,0,1,0,0
5,1155,1,1,0,2,88.0,0,1961,0,3,0,0,0,0,0,0,0,6,1,899,0,0,0,0,0,0,1,0,0
5,864,1,1,0,1,0.0,1,1978,0,4,0,0,0,1,0,0,0,6,1,646,0,0,0,0,0,0,1,0,0
5,1090,1,1,0,2,60.0,1,2005,0,3,0,0,0,0,0,1,0,5,1,980,0,0,0,0,49,0,1,0,0
7,1717,1,1,0,2,44.0,1,1990,0,4,0,0,530,0,0,0,0,7,1,902,0,0,0,0,36,0,1,0,0
6,1593,1,1,0,2,0.0,1,1992,0,3,0,0,785,0,0,1,0,7,1,0,0,0,0,0,40,0,1,1,0
4,2230,1,1,0,1,60.0,1,1912,0,3,0,0,795,0,0,1,0,10,1,0,0,0,0,1,188,0,1,0,0
5,892,1,1,0,1,65.0,1,1967,0,3,0,0,0,1,0,0,0,5,1,432,0,0,0,0,0,0,1,0,0
9,1709,0,1,0,2,50.0,1,1999,0,3,0,0,0,0,0,1,1,5,1,1238,0,0,0,0,65,0,1,0,0
5,1712,1,1,0,2,70.0,1,1959,0,3,0,0,0,0,0,0,0,8,1,528,0,0,0,0,54,0,1,0,0
5,1393,1,1,0,1,59.0,1,1955,0,4,0,0,521,0,0,1,0,8,1,0,0,0,0,0,0,0,1,0,0
8,2217,1,3,0,2,95.0,1,1970,0,4,0,0,0,0,0,1,0,8,1,351,0,0,0,0,207,0,1,0,0
6,1505,1,1,0,2,128.0,1,1953,0,3,0,0,0,0,0,0,0,6,1,1024,0,0,0,0,0,0,1,0,0
5,924,1,1,0,2,60.0,0,1949,1,4,0,0,252,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
6,1683,1,3,0,2,70.0,1,1978,0,3,0,0,765,0,0,0,0,7,1,226,0,0,0,0,0,0,1,0,0
6,1068,1,1,0,1,70.0,1,1963,0,3,0,0,0,0,0,0,0,6,1,663,0,0,0,0,0,0,1,0,0
5,1383,1,1,0,1,0.0,1,1954,0,3,0,1,0,0,0,1,0,6,1,1064,0,0,0,0,116,0,1,0,0
5,1535,1,0,0,2,64.0,1,1979,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0
6,1796,1,1,0,2,71.0,1,1963,0,3,0,0,813,0,0,0,0,8,1,400,0,0,0,0,50,0,1,0,0
4,951,0,1,1,1,50.0,1,1936,0,3,0,0,0,0,0,0,0,6,1,285,0,0,1,1,28,0,1,0,0
5,2240,1,0,0,2,64.0,1,1979,0,3,0,0,1120,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0
9,2364,1,1,0,3,100.0,1,2009,0,3,0,0,0,0,0,1,0,11,1,2188,0,0,0,0,67,0,1,0,0
5,1236,1,1,0,1,65.0,1,1961,0,3,0,0,0,0,0,0,0,6,1,465,0,0,0,0,0,0,1,0,0
4,858,1,1,0,1,0.0,1,1971,0,3,0,0,0,0,0,0,0,4,1,322,0,0,0,0,0,0,1,0,0
5,1306,1,1,0,1,64.0,1,1957,0,4,0,0,0,0,0,0,0,5,1,860,0,0,0,0,0,0,1,0,0
7,1509,1,1,0,2,63.0,1,2003,0,3,0,0,702,0,0,1,0,8,1,0,0,0,0,0,75,0,1,1,0
7,1670,1,1,0,3,50.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,60,0,1,1,0
5,902,1,1,0,1,0.0,1,1967,0,3,0,0,0,0,0,0,0,6,1,599,0,0,0,0,0,0,1,0,0
5,1063,1,2,0,1,80.0,1,1954,0,3,0,0,0,0,0,0,0,6,1,354,0,0,0,0,0,0,1,0,0
8,1636,1,1,0,3,116.0,1,2006,0,3,0,0,0,0,0,1,0,8,1,63,0,0,0,0,60,0,1,0,0
7,2057,1,1,0,1,86.0,1,1936,0,3,0,0,1037,0,0,0,0,6,1,223,0,0,0,0,0,0,1,0,0
5,902,1,5,0,2,0.0,1,1983,0,3,0,0,0,0,0,0,0,5,1,301,0,0,0,0,0,0,1,0,0
6,1484,1,1,0,2,149.0,1,2005,0,3,0,0,742,0,0,1,0,8,1,0,0,0,0,0,24,0,1,1,0
5,2274,1,1,0,2,80.0,1,1960,0,3,0,0,1169,0,0,0,0,12,1,443,0,0,0,0,0,1,0,0,0
5,1268,1,1,0,1,0.0,1,1977,0,3,0,0,0,0,0,0,0,5,1,196,0,0,0,0,0,0,1,0,0
5,1015,0,1,1,1,51.0,0,1925,0,3,0,0,0,0,0,0,0,6,1,489,0,0,1,1,0,0,1,0,0
5,2002,0,1,0,3,82.0,1,1949,0,3,0,0,1001,0,1,0,0,8,1,284,0,0,0,1,0,1,0,0,0
6,1224,0,1,0,2,30.0,1,2009,0,3,0,0,612,0,0,1,1,4,1,294,0,0,0,0,234,0,1,0,0
4,1092,0,1,1,1,21.0,1,1970,0,3,0,0,546,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
2,480,0,1,0,1,50.0,1,1949,0,3,0,0,0,0,0,0,0,4,1,50,0,0,0,1,0,1,0,0,0
4,1229,1,1,0,1,0.0,1,1956,0,3,0,0,0,0,0,0,0,6,1,1059,0,0,0,0,0,1,0,0,0
7,2127,1,6,0,3,103.0,1,1991,0,3,0,0,1215,0,0,1,0,8,1,48,0,0,0,0,192,0,1,0,0
6,1414,1,4,0,2,87.0,1,1958,0,3,0,0,0,0,0,0,0,6,1,528,0,0,0,0,51,0,1,0,0
6,1721,1,1,0,2,70.0,1,1994,0,4,0,0,785,0,0,1,0,7,1,814,0,0,0,0,87,0,1,0,0
5,2200,1,1,0,0,67.0,1,1900,0,3,0,0,928,0,0,0,0,9,1,1084,0,0,0,0,70,0,1,0,0
6,1316,1,1,0,2,65.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,28,0,0,0,0,0,0,1,1,0
6,1617,1,6,0,2,50.0,1,1993,0,3,0,0,0,0,0,1,0,5,1,165,0,0,0,0,69,0,1,0,0
6,1686,1,2,0,2,79.0,1,1980,0,4,0,0,0,0,0,0,0,7,1,625,0,0,0,0,131,0,1,0,0
5,1126,1,2,0,2,0.0,1,1977,0,3,0,0,0,0,0,1,0,6,1,767,0,0,0,0,0,0,1,0,0
8,2374,1,1,0,3,93.0,1,2003,0,3,0,0,1140,0,0,1,0,10,1,0,0,0,0,0,100,0,1,0,0
7,1978,1,1,0,2,0.0,1,1968,0,3,0,0,880,0,0,0,0,9,1,552,0,0,0,0,43,0,1,0,0
8,1788,1,1,0,2,0.0,1,2001,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,151,0,1,0,0
7,2236,1,1,0,2,0.0,1,1997,0,3,0,0,1243,0,0,1,0,8,1,0,0,0,0,0,0,0,1,1,0
8,1466,1,1,0,3,73.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,16,0,0,0,0,18,0,1,0,0
5,925,1,3,0,1,70.0,1,1965,0,3,0,0,0,1,0,0,0,5,1,338,0,0,0,0,0,0,1,0,0
9,1905,1,1,0,3,84.0,1,2006,0,3,0,0,0,0,0,1,0,8,1,0,0,0,0,0,191,0,1,0,1
7,1500,1,1,0,2,63.0,1,2004,0,3,0,0,0,0,0,1,0,6,1,20,0,0,0,0,36,0,1,0,0
7,2069,1,1,0,2,313.0,1,1960,0,3,0,0,0,0,0,0,0,9,1,425,0,0,0,0,0,0,1,0,0
4,747,1,1,0,2,52.0,1,1926,0,4,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0
7,1200,1,1,0,2,67.0,1,2003,0,3,0,0,0,0,0,1,0,5,1,833,0,0,0,0,41,0,1,0,0
7,1971,1,1,0,2,75.0,1,2005,0,3,0,0,858,0,0,1,0,8,1,341,0,0,0,0,48,0,1,0,0
7,1962,1,1,0,3,73.0,1,2006,0,3,0,0,571,0,0,1,0,7,1,464,0,0,0,0,90,0,1,0,0
7,2403,1,1,0,1,0.0,1,1940,0,4,0,0,1196,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0
6,1728,1,2,0,2,55.0,1,1976,0,3,0,0,0,0,0,0,0,8,1,936,0,0,0,0,0,0,1,0,0
7,2060,1,1,0,2,0.0,1,1999,0,3,0,0,1038,0,0,1,0,8,1,772,0,0,0,0,0,0,1,1,1
4,1440,1,1,0,0,42.0,1,1977,0,3,0,0,0,0,0,1,0,8,1,1440,0,0,0,0,0,0,1,0,0
5,1632,1,1,0,2,100.0,1,1967,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0
6,1344,1,3,0,2,0.0,1,1958,0,3,0,0,0,0,0,0,0,7,1,111,0,0,0,0,118,1,0,0,0
5,1869,0,1,1,2,98.0,1,1890,0,3,0,0,561,0,0,0,0,7,1,1088,0,0,1,0,0,0,1,0,0
5,1144,1,4,0,1,70.0,1,1959,0,4,0,0,0,0,0,0,0,6,1,748,0,0,0,0,0,0,1,0,0
8,1629,1,1,0,3,85.0,1,2002,0,3,0,0,0,0,0,1,0,9,1,1300,0,0,0,0,252,0,1,0,0
7,1776,1,1,0,2,65.0,1,2002,0,3,0,0,840,0,0,1,0,7,1,0,0,0,0,0,96,0,1,0,0
6,1381,1,1,0,2,78.0,1,1972,0,3,0,0,0,0,0,0,0,5,1,982,0,0,0,0,0,0,1,0,0
5,864,1,4,0,2,60.0,1,1950,0,3,0,0,0,0,0,0,0,5,1,398,0,0,0,0,0,0,1,0,0
5,965,0,1,0,1,60.0,1,1965,0,3,0,0,0,0,0,0,0,6,1,641,0,0,0,0,0,0,1,0,0
5,768,1,1,0,1,60.0,1,1972,0,4,0,0,0,0,0,0,0,5,1,660,0,0,0,0,0,0,1,0,0
5,1968,1,2,0,2,0.0,0,1969,0,3,0,0,800,0,0,0,0,7,1,562,0,0,0,0,189,0,1,0,0
6,980,1,1,0,0,35.0,1,1975,0,3,0,0,0,0,0,0,0,4,1,945,0,0,0,0,0,0,1,0,0
6,1958,0,1,0,2,82.0,1,1946,0,3,0,0,979,0,0,0,0,8,1,484,0,0,0,1,0,0,0,0,0
6,1229,0,1,1,2,24.0,1,1980,0,3,0,0,668,0,0,0,0,5,1,285,0,0,0,0,0,0,1,0,0
5,1057,1,1,0,2,70.0,1,1962,0,3,0,0,0,0,0,0,0,6,1,417,0,0,0,0,0,0,1,0,0
7,1337,1,1,0,2,65.0,1,2003,0,3,0,0,0,0,0,1,0,6,1,699,0,0,0,0,39,0,1,0,0
7,1416,0,1,0,2,24.0,1,1999,0,3,0,0,720,0,0,1,1,6,1,604,0,0,0,0,44,0,1,0,0
5,858,1,1,0,0,50.0,1,1958,0,4,0,0,0,0,0,0,0,4,1,696,0,0,0,0,0,0,1,0,0
6,2872,1,1,0,2,0.0,1,1977,0,4,0,1,1330,0,0,0,0,11,1,896,0,0,0,0,282,0,1,0,0
6,1548,1,1,0,2,24.0,1,1976,0,3,0,0,744,0,0,0,0,7,1,556,0,0,0,0,0,0,1,0,0
9,1800,1,1,0,2,122.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,136,0,1,0,0
7,1894,1,1,0,2,80.0,1,2002,0,3,0,0,1070,0,0,1,0,8,1,624,0,0,0,0,40,0,1,0,0
6,1484,1,1,0,2,65.0,1,2005,0,3,0,0,701,0,0,1,0,8,1,0,0,0,0,0,72,0,1,1,0
5,1308,1,1,0,1,130.0,1,1940,0,4,0,0,332,0,0,0,0,7,1,428,0,0,1,0,70,0,1,0,0
5,1098,1,1,0,1,0.0,1,1955,0,3,0,0,0,0,0,0,0,6,1,902,0,0,0,0,0,0,1,0,0
3,968,0,1,1,0,50.0,1,1910,0,3,0,0,368,1,0,0,0,6,1,0,0,0,1,1,0,0,1,0,0
6,1095,1,1,0,1,75.0,1,1958,0,2,0,0,0,0,0,0,0,6,1,513,0,0,0,0,0,0,1,0,0
4,1192,1,1,0,0,60.0,1,1949,0,3,0,0,472,0,0,0,0,6,1,0,0,0,0,1,0,1,0,0,0
7,1626,1,1,0,2,36.0,1,2003,0,3,0,0,862,0,0,1,0,6,1,567,0,0,0,0,27,0,1,0,0
6,918,1,1,0,1,55.0,1,1979,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
7,1428,0,1,0,2,95.0,1,2007,0,3,0,0,0,0,0,1,1,6,1,0,0,0,0,0,120,0,1,0,0
7,2019,1,1,0,2,60.0,1,1910,0,4,0,0,883,0,0,0,0,8,0,0,0,0,1,1,135,0,1,0,0
7,1382,0,1,0,2,0.0,1,2000,0,3,0,0,709,0,0,1,1,6,1,641,0,0,0,0,50,0,1,0,0
4,869,1,1,0,0,51.0,1,1923,0,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0
7,1241,0,1,0,2,35.0,1,2006,0,3,0,0,0,0,0,1,1,4,1,1106,0,0,0,0,116,0,1,0,0
4,894,1,1,0,2,68.0,1,1954,0,3,0,0,0,0,0,0,0,5,1,552,0,0,0,0,0,0,1,0,0
5,1121,1,1,0,2,80.0,1,1963,0,3,0,0,0,0,0,1,0,5,1,651,0,0,0,0,80,0,1,0,0
7,999,1,1,0,2,0.0,1,1961,0,3,0,0,0,0,0,0,0,6,1,867,0,0,0,0,76,0,1,0,0
8,2612,1,1,0,3,98.0,1,1998,0,3,0,0,1336,0,0,1,0,8,1,854,0,0,0,0,0,0,1,0,0
7,1266,1,1,0,2,43.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,16,0,1,0,0
8,2290,1,1,0,2,0.0,1,2002,0,3,0,0,1141,0,0,1,0,9,1,0,0,0,0,0,0,0,1,0,0
5,1734,1,0,0,2,75.0,1,1977,0,3,0,0,432,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0
5,1164,1,1,0,1,68.0,1,1950,0,3,0,0,0,0,0,0,0,5,1,1040,0,0,0,1,48,0,1,0,0
6,1635,0,1,1,1,59.0,1,1910,0,4,0,0,634,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0
9,1940,1,1,0,3,83.0,1,2009,0,3,0,0,0,0,0,1,0,8,1,1646,0,0,0,0,95,0,1,0,0
6,2030,1,1,0,2,0.0,1,1976,0,3,0,0,912,0,0,0,0,8,1,156,0,0,0,0,224,0,1,0,0
7,1576,0,1,0,2,65.0,1,2006,0,3,0,0,798,0,0,1,1,6,1,0,0,0,0,0,50,0,1,0,0
8,2392,1,1,0,3,82.0,1,1997,0,3,0,0,985,0,0,1,0,7,1,1074,0,0,0,0,70,0,1,0,0
8,1742,0,1,1,2,121.0,1,1882,1,4,0,0,826,0,0,0,0,8,1,216,0,0,1,0,169,0,1,0,0
6,1851,1,3,0,2,80.0,1,1964,0,3,0,0,831,0,0,0,0,7,1,536,0,0,0,0,42,0,1,0,0
6,1500,1,1,0,2,68.0,1,2005,0,3,0,0,750,0,0,1,0,6,1,0,0,0,0,0,35,0,1,0,0
10,1718,1,1,0,3,96.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,1172,0,0,0,0,48,0,1,0,0
4,1230,1,1,0,1,51.0,1,1946,0,3,0,0,456,0,0,0,0,5,1,384,0,0,0,0,57,0,1,0,0
5,1050,1,1,0,1,0.0,1,1961,0,3,0,0,0,0,0,0,0,6,1,915,0,0,0,0,319,0,1,0,0
6,1442,1,1,0,2,0.0,1,1970,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
3,1077,0,1,1,1,60.0,1,1922,0,3,0,0,0,0,0,0,0,6,1,0,0,0,1,1,100,0,1,0,0
7,1208,1,1,0,2,64.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,686,0,0,0,0,61,0,1,0,0
3,944,1,0,0,2,74.0,1,1952,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0
5,691,1,1,0,1,60.0,1,1920,0,3,0,0,0,0,0,0,0,4,1,0,0,0,1,0,20,1,0,0,0
8,1574,1,1,0,3,75.0,1,2006,0,3,0,0,0,0,0,1,0,7,1,24,0,0,0,0,104,0,1,0,0
5,1680,1,1,0,2,0.0,1,1976,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
7,1504,1,1,0,2,43.0,1,2005,0,3,0,0,0,0,0,1,0,7,1,16,0,0,0,0,0,0,1,0,0
5,985,1,1,0,1,65.0,1,1977,0,3,0,0,0,0,0,0,0,6,1,595,0,0,0,0,0,0,1,0,0
6,1657,1,1,0,2,0.0,1,1970,0,3,0,1,0,0,0,0,0,7,1,1237,0,0,0,0,0,0,1,0,0
4,1092,0,2,1,1,21.0,1,1970,0,3,0,0,546,0,0,0,0,6,1,273,0,0,0,0,0,0,1,0,0
7,1710,1,1,0,2,43.0,1,2004,0,3,0,0,0,0,0,1,0,7,1,0,0,0,0,0,48,0,1,0,0
5,1522,1,1,0,0,60.0,1,1926,0,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,1,0,0
5,1271,1,1,0,1,115.0,1,1948,0,3,0,0,551,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
5,1664,1,0,0,0,75.0,1,1965,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,1,0,0
6,1502,1,1,0,1,55.0,1,1923,0,4,0,0,602,0,0,1,0,7,1,0,0,0,0,0,0,0,1,0,0
5,1022,0,3,1,1,60.0,1,1910,0,3,0,0,0,0,0,0,0,4,1,247,0,0,1,1,30,0,1,0,0
6,1082,1,1,0,1,60.0,1,1948,1,3,0,0,0,0,0,0,0,5,1,336,0,0,0,0,130,0,1,0,0
8,1665,1,1,0,2,70.0,1,2001,0,3,0,0,855,0,0,1,0,6,1,643,0,0,0,0,45,0,1,0,0
7,1504,1,1,0,2,73.0,1,1996,0,3,0,0,0,0,0,1,0,6,1,690,0,0,0,0,66,0,1,0,0
8,1360,1,1,0,2,0.0,1,1984,0,3,0,0,0,0,0,0,0,4,1,1036,0,0,0,0,0,0,1,0,0
7,1472,1,1,0,2,0.0,1,1991,0,3,0,0,670,0,0,1,0,7,1,0,0,0,0,0,0,0,1,1,0
7,1506,1,1,0,2,43.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,16,0,0,0,0,20,0,1,0,0
4,1132,1,1,0,2,60.0,1,2005,0,3,0,0,0,0,0,1,0,5,1,1024,0,0,0,0,64,0,1,0,0
7,1220,1,1,0,2,64.0,1,2006,0,3,0,0,0,0,0,1,0,6,1,684,0,0,0,0,54,0,1,0,0
5,1248,0,1,1,1,52.0,1,1930,0,3,0,0,336,0,0,0,0,6,1,324,0,0,0,0,0,1,0,0,0
7,1504,1,1,0,2,43.0,1,2005,0,3,0,0,0,0,0,1,0,7,1,16,0,0,0,0,20,0,1,0,0
8,2898,1,2,0,2,0.0,1,1976,0,3,0,0,0,0,0,0,0,10,1,1165,0,0,0,0,72,0,1,0,0
5,882,1,3,0,2,70.0,1,1972,0,3,0,0,0,0,0,0,0,5,1,138,0,0,0,0,0,0,1,0,0
5,1264,1,1,0,2,73.0,1,1960,0,3,0,0,0,0,0,0,0,6,1,697,0,0,0,0,0,0,1,0,0
8,1646,1,1,0,3,71.0,1,2007,0,3,0,0,0,0,0,1,0,7,1,1513,0,0,0,0,44,0,1,0,0
5,1376,1,4,0,1,79.0,1,1941,1,3,0,0,408,0,0,0,0,6,1,368,0,0,0,0,0,0,1,0,0
6,1218,0,1,1,1,21.0,1,1972,0,3,0,0,546,0,0,0,0,7,1,317,0,0,0,0,28,0,1,0,0
5,1928,0,1,0,0,0.0,1,1916,0,3,0,0,980,0,0,1,0,10,1,0,0,0,0,0,0,0,1,0,0
7,3082,1,1,0,2,102.0,1,1920,0,3,0,0,998,0,0,0,0,12,1,523,0,0,1,0,63,0,1,0,0
8,2520,1,1,0,3,0.0,1,1993,0,4,0,0,1168,0,0,1,0,10,1,1012,0,0,0,0,55,0,1,0,0
7,1654,1,1,0,3,0.0,1,2002,0,3,0,0,0,0,0,1,0,6,1,986,0,0,0,0,136,0,1,0,0
5,954,1,1,0,1,50.0,1,1938,0,4,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0
4,845,1,0,0,1,0.0,1,1957,0,4,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,0,0
9,1620,1,1,0,3,89.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,1022,0,0,0,0,0,0,1,0,0
8,2263,1,1,0,2,0.0,1,2001,0,3,0,0,1208,0,0,1,0,7,1,0,0,0,0,0,45,0,1,0,0
4,1344,0,1,1,0,21.0,1,1970,0,3,0,0,546,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
4,630,0,1,1,1,21.0,1,1970,0,3,0,0,0,0,0,0,0,3,1,509,0,0,0,0,0,0,1,0,0
5,1803,1,4,0,2,88.0,1,1957,0,3,0,0,0,0,0,0,0,8,1,168,0,0,0,0,0,0,1,0,0
6,1632,1,3,0,2,0.0,1,1966,0,3,0,0,832,0,0,0,0,7,1,400,0,0,0,0,40,0,1,0,0
6,1306,1,1,0,2,34.0,1,2005,0,3,0,0,0,0,0,1,0,5,1,900,0,0,0,0,63,0,1,0,0
7,2329,1,1,0,2,86.0,1,1990,0,3,0,0,797,0,0,1,0,10,1,1085,0,0,0,0,121,0,1,0,0
8,2524,1,1,0,2,80.0,1,1981,0,3,0,1,0,0,0,1,0,9,1,1104,0,0,0,0,120,0,1,0,0
3,1733,1,0,0,2,0.0,1,1955,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0
9,2868,1,1,0,3,85.0,1,2005,0,3,0,0,876,0,0,1,0,11,1,240,0,0,0,0,108,0,1,0,0
5,990,1,1,0,2,57.0,1,1994,0,3,0,0,0,0,0,1,0,5,1,686,0,0,0,0,0,0,1,0,0
5,1771,1,0,0,2,100.0,1,1960,0,2,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,0,0
4,930,1,0,0,1,60.0,1,1946,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0
7,1302,1,1,0,2,73.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,22,0,1,1,0
7,1316,1,1,0,2,103.0,1,2007,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,20,0,1,0,0
6,1977,1,1,0,2,100.0,1,1964,1,3,0,0,850,0,0,0,0,9,1,442,0,0,0,0,52,0,1,0,0
5,1526,1,1,0,1,68.0,1,1957,0,3,0,0,0,0,0,0,0,7,1,383,0,0,0,0,78,1,0,0,0
8,1989,1,1,0,2,90.0,1,2002,0,3,0,0,898,0,0,1,0,7,1,932,0,0,0,0,60,0,1,0,0
6,1523,1,1,0,2,104.0,1,1976,0,3,0,0,0,0,0,0,0,7,1,644,0,0,0,0,0,0,1,0,0
7,1364,1,1,0,2,43.0,1,2005,0,3,0,0,0,0,0,1,0,6,1,659,0,0,0,0,36,0,1,0,0
7,1850,1,1,0,2,0.0,1,1994,0,3,0,0,871,0,0,1,0,7,1,595,0,0,0,0,98,0,1,0,0
9,2184,1,1,0,3,96.0,1,2008,0,3,0,0,1054,0,0,1,0,10,1,936,0,0,0,0,102,0,1,0,0
6,1991,1,2,0,2,0.0,1,1932,0,3,0,0,895,0,0,0,0,7,1,297,0,0,0,0,0,0,1,0,0
8,1338,1,1,0,2,41.0,1,2001,0,3,0,0,0,0,0,1,0,6,1,616,0,0,0,0,0,0,1,0,0
3,894,0,1,0,3,120.0,0,1935,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,20,0,1,0,0
5,2337,0,1,1,2,85.0,1,1900,0,3,0,0,915,0,0,0,0,10,1,0,0,0,1,1,57,0,1,0,0
6,1103,0,1,1,2,50.0,1,1925,1,4,0,0,0,0,0,0,0,5,1,397,0,0,1,0,120,0,1,0,0
5,1154,1,3,0,2,0.0,1,1966,0,3,0,0,0,0,0,0,0,6,1,740,0,0,0,0,58,0,1,0,0
